user,date,rating,review,page_url,date_scraped,source,attraction
Fadzripm,2018,8,"Datang ke singapore untuk mengunjungi sanak saudara dan menyempatkan waktu ke universal studio di hari sabtu. Sangat ramai sesak namun loket tiket di handle dengan baik sehingga antrian tidak terlalu panjang.Antrian yg sangat panjang adalah wahana di dalamnya dan sejauh ini wahana terbaik yg di mainkan adalah transformers the ride.Tidak di rekomendasikan datang ke sini pada hari weekend, sangat ramai dan anda akan menghabiskan waktu dalam hitungan jam hanya untuk mengantri wahana yg durasinya tidak sampai 10 menit.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Mandayani,2017,8,"Ada beragam pilihan wahana yang dapat dikunjungi. Masing-masing memiliki tema tersendiri. Ada beberapa wahana yang antriannya cukup panjang seperti Transformers. Namun sangat layak untuk diperjuangkan. Hampir semua spot dapat dijadikan tempat berfoto. Selain itu banyak toko yang menjual merchandise original. Jika lapar, ada berbagai pilihan tempat makan. Terdapat pula toko yang menjual aneka permen dan coklat. Jangan lupa berfoto di depan globe nya.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Deddi_Dermawan,2018,8,"Mengunjungi Universal Studios di Singapura untuk yg ke sekian kalinya, tidak membosankan karena tersedia wahana yang cukup banyak dan menyenangkan, apalagi anak-anak kami sangat senang jika ke sana.Menjangkau tempat ini tidaklah sulit, dari Vivo City bisa menggunakan kereta (Sentosa Express) menuju pulau Sentosa.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
anisanandap,2017,10,"Datang ke tempat ini sangat2 membuat saya menjadi rileks. Maksudnya, saya sangat bisa menikmati wahana2 dan show disana untuk menghilangkan stress saya",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
rsyelviana,2018,8,I love this country so much . Ini pertama kali saya dan teman teman  sy ke singapur walaupun cuaca ny panas banget tapi tetap ngak bisa berhenti bilang kalau negara ini benar2 bagus dan bersih . Banyak tempat yang kami kunjungi salah satunya universal studio singapore ini . Dan menu makanan yang mall mall jg enak yah walaupun kata sy lumayan mahal . Belum kesampaian nyobain street food nya disini 😝😝 anyway  kemaren  ada coba makan di kfc ternyata rasanya beda hihihi sedikit lebih asin ketimbang yang di indonesia . Dan ngak akan lupa sama kejadian ketinggalan sepatu saya waktu foto foto di haji lane 😭,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
dewikurniap2,2018,10,"universal studio singapore adalah tempat untuk berlibur impian bagi travelers baru seperti saya, karena universal studio merupakan tempat rekreasi favorite di asia tenggara. wahana yang banyak yang membuat pengunjung betah berlama lama disana. saya sangat menikmati liburan di singapore, ini adalah pertama kali saya pergi keluar negri. saya sangat senang berlibur di singapore, karena disana sangat bersih dan sangat disiplin karena peraturan disana sangat ketat",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Indri Yani,2018,8,Bagus tempatnya nyaman dan memang bagus untuk pergi bersama teman teman kerja dan cukup berkesan perjalan ini,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or50-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Rudianto2912,2017,8,"lokasi lumayan jauh dari pusat kota, namun bisa diakses dengan MRT kemudian dilanjutkan dengan naik bus. tempatnya sangat nyaman untuk bermain dan berkumpul bersama keluarga. USS juga menjadi salah satu maskot dan wisata yang wajib dikumjungi jika berkunjung ke Singapore",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Fenypantau,2017,10,"Wort it banget masuk ke wahana universal studio.Banyak atraksi permainan dan petualangan di dalamnya.Sayangnya ga ke sampean ke sea world,gara2 beli tiket online n mesti dituker dengan tiket fisik sebelum jam 4/5 sore(lupa).",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Dinar Nabila Andani,2018,8,"Awalnya saya sempat khawatir karena saya sendirian ke sini. Namun ternyata karena saya sendiri, saya jadi bisa lebih cepat naik ke beberapa wahana karena jalur single rider. Tidak hanya wahananya yang seru, banyak sekali tempat berfoto yang bagus di sini. Tapi sebelum pergi, lebih baik mengecek ramalan cuaca dan waktu kunjungan (apakah di hari yang ramai atau tidak).",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
en2qm,2018,10,"ini adalah salah satu theme park yg terkenal yaitu UNIVERSAL STUDIO, di dalam banyak sekali permainan menarik sprti untuk remaja maupun anak-anak, tempatnya agak panas karna open space, makanan d sni agak mahal jdnya di sarankan untuk makan dlu dan membawa minuman botol utk bsa di refil.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
fieona anggela,2018,10,"kedua kalinya berkunjung ke USS, pertama kali dengan pasangan di November 2015, dan yang baru saja di 27 Juli 2018 dengan sahabat baik.Oke, langsung saja, karena kami ala backpakers jadi hemat itu nomor 1, tentu saja kami membawa botol minum kosong ( karena tidak diijinkan membawa makanan & minuman dari luar ) supaya dapat kami isi di dalam. Hampir semua wahana kami naiki, karena kami sampai di USS dari belum buka, hingga sore hari, jadi kami memiliki banyak waktu disana. Tujuan utama kami ke USS yang sebenarnya adalah Minion Store + berfoto-foto ria dengan Gru & the minions.Cuaca saat itu sedang cerah, panas, terik, jadi satu deh, untung kami berdua membawa cadangan baju ganti karena saat itu baju yang kami pakai sudah basah dengan keringat.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
suryaty,2018,8,"Kesini lagi..ga akan pernah bosan..selalu seru. Tapi agustus ini bulan ramai..banyak tourist dari china yang tengah musim liburan. Saran saya kalo lagi musim ramai beli tiket express aja..lebih mahal..iya betul..tapi bayangkan anda bisa menghemat satu-dua jam dalam satu wahana..ini benerran. Yang lain antri 1.5 jam, express dengan jalur khusus hanya butuh 15 menit..jadi bisa explore lebih banyak. Soal permainan universal lebih banyak yang ekstrem ketimbang mainan balita...mainan anak paling show sesame street, madagascar, shrek dan wahana roll coaster di far far away, atau di permainan anak di jurrasic..kalo dewasa bakal lelah karena jejeritan dengan permainan yg nguji adrenalin..ypu must try cylon😁😁. Banyak pilihan makanan..keran minum gratis banyak..jangan lupa bawa wadah minuman..lumayan hemat 35 rb utk air mineral...😊😊",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Andrian U,2018,10,Kesan pertama melihat USS sangatlah takjub. dengan area yg sangat luas untuk area permainan. untuk kesini... siapkan uang yang cukup banyak. tiket masuknya cukup mahal kisaran 750rb s.d 1jt. blm untuk beli minum dan makanannya....,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
arul_advokat,2018,10,Kalau pergi ke Singapore jangan lewatkan pergi ke Universal Studio Singapore yang berada di Sentosa di sini banyak wahana yang bisa dinikmati bersama keluarga di jamin puas meski harus antri tapi tak perlu khawatir. Antrinya masih tahap yang wajar bisa kita rasakan sensasi transformer yang bakal membuat anda ketagihan dan masih banyak wahana lainnya rollling coaster bagi penikmat adrenalisn rush,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
arisgt,2018,10,"siapa yang tidak tahu  uss, dengan fasilitas lengkap dan juga berkualitas cocok menjadi destinasi tujuan wisata anda di singapore, dengan harga tiket  lumayan tentu worth it dengan fasilitas dan aktraksi yang didapat ya, luangkan wkt anda min 1 harian disini dan jg bisa beli tiket antri antre atas express line dengan merogoh kantong lebih dlm lagi ya. makanan sangat lengkap disini, hampir semua menu tersedia dari asian, Malaysia, indian food tersedia di uss, bagi pengunjung manula dan anak2 bisa juga menyewa stroller di depan pintu masuk ya. juga jgn lupa mempir ke pantai dan mal vivo yg bisa dijangkau dengan monorail saja dan free tentunya. jangan lupa bawa topi ya jika cuaca agak panas dan membuat anda sering kali haus, namun di tiap pojok tersedia minuman ringan dan snack yang lengkap. ok selamat berlibur ya. salam...",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Li_zheng12,2017,10,di uss bagus banget..wahana nya menegangkan.. yang gak punya cukup nyali buat naikin wahana nya sayang banget..banyak spot bagus untuk foto.,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or60-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
db@s,2018,10,"Wajib dikunjungi jk kesingapore, buat melepas penat, tempat bermain, tempat uji nyali yang suka tantangan naik roller coaster",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
isniapriliani,2017,10,"Dua kali ke Universal studio singapore ini, dan masih ingin kesana lagi. Keren banget, Antri berjam-jam terbayarkan dengan wahana yang keren banget.Sayang sekali, terakhir kesana hujan lebat dan petir sehingga wahana banyak yang stop, jadi merasa rugi :(( Tapi tetap suka banget sih disana. Nabung lagi nanti supaya bisa kesana lagi",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Muhammad Rezha S,2018,10,"Setelah sekian lama berencana akhirnya kami tiba juga di universal studio singapura,  dengan 2 anak perempuan saya tentunya yang langsung heboh gembira bukan kepalang melihat berbagai tokoh2 kartun idolanya. Tidak ada yang kurang untuk setiap arena bermain ataupun pertunjukannya,  selain restorannya yang kurang cocok mungkin untuk lidah kami.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Dehatra,2017,10,"Selain belanja, ke Singapore itu ya bermain di Universal Studios. Banyak banget wahana menarik dengan landscape theme park yang memukau. Wajib banget dateng kesini. Disarankan weekday agar tidak terlalu penuh.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Imaduddien Sobri,2018,10,"Wahana wahana yang ada di dalam Universal Studios Singapore ini wajib dicoba semua. Semuanya bagus2, apalagi Transformers, Mumy, dan Jurassic Park...",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
ayu23747,2017,10,"Banyak wahana permainan, banyak juga hiburannya dengan talent yg bagus2. Banyak spot foto. Cocok untuk liburan bersama keluarga, teman, ataupun acara kantor.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Lusia E,2018,10,"Saya mengunjungi USS bersama putri saya, kami berdua tiba pagi hari sehingga mempunyai banyak waktu untuk bermain. Kami menggunakan e-tiket dan proses masuk tinggal scan tiket dari HP, sangat mudah! Semua permainan sangat menyenangkan, waktu antrian juga tertera di setiap pintu masuk permainan. Kami sengaja memilih hari sabtu karena anda dapat menikmati parade dan kembang api. Handphone saya sempat tertinggal dan saya lupa. Kemudian saya ke bagian lost & found dan staff disana membantu menghubungi nomor saya itu. Sampai akhirnya diangkat dan saya mendapatkannya kembali handphone saya setelah verifikasi kepemilikan. Sungguh sangat aman dan baik tempat ini. Tempat untuk minum pun banyak tersebar di dalam area ini. Restoran dan tempat makan pun sangat bervariatif.",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Wilianto1,2018,10,Jalan jalan ke singapura tidak lupa singgah di universal studio.Liburan keluarga menjadi lebih baik dan indah karena wahananya cocok untuk anak anak maupun dewasa.Tips dapat tiket murah! Beli di aplikasi seperti traveloka dan tiket.com atau di fave cebu travel.Semoga experience saya disini membawa kesenangan untuk anda juga.,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Eka Ria S,2018,8,"Saya sarankan anda untuk menyiapkan waktu 1 hari penuh untuk berkunjung ke sini,karena disini terdapat lebih dari 30 wahana permainan jika anda ingin mencoba semua wahana permainan yang ada. Anda juga bisa menyaksikan pertunjukan2 yang menarik di jam2 tertentu. Pertama datang kesini thn 2015,dan saya datang kembali 2018 ini belum banyak perubahan",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
dyahmurti,2017,10,Kita datang ke Sentosa udah agak sorean mungkin jam 3an langsung masuk antri wahana dan ternyata udah penuh orang di dlm USS. Wahana yg paling seru itu Transformer asikk banget. Dan The Mumy juga gokil banget,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or70-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Hwe L,2017,10,"pada sat ke universal studio ini, saya hanya berfoto di icon bola dunia nya universal studio, saya tidak masuk ke dalam nya, karena tiket masuk cukup mahal, dan lagi pula kondisi sudah capek, jd sudah pasti kalau masuk ke dalam tidak ikut bermain wahana..tapi lumayan lah bisa berfoto saja",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or80-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
lisa c,2018,10,"Wahananya banyak, tidak cocok untuk anak kecil di bawah 5 tahun krn banyak permainan ekstremnya spt the Mumny. Untuk anak seusia 3-6 tahun, lebih baik nonton The Shrek 4D, naik komedi putar dan foto2 di samping tokoh2 kartun spt: Throll dan Dru 😁Sangat disarankan untuk memakai sepatu kets untuk kenyamanan dan menyewa stroller di dekat pintu masuk, shg anda tidak harus menggendong anak anda bila mereka capek berjalan ☺ Jangan lupa untuk belanja souvenir khas Universal Studio di Universal Store dan bagi wisatawan asing, dpt melakukan tax refund di samping pintu keluar dgn menunjukkan paspor 😎",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or80-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
firman imam,2017,8,"USS adalah ikon dari sentosa island, maka jika anda ke sentosa island maka wajib buat anda masuk ke Universal studio singapura, walaupun itu hanya sekedar berfoto di depan lambang universal nya..",https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or80-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
Putu Agus Purna... W,2017,10,Tempat ini sangat bagus. Banyak terdapat spot foto untuk yang hobby foto. Banyak wahana permainan di tempat ini,https://www.tripadvisor.co.id/Attraction_Review-g294264-d2439664-Reviews-or80-Universal_Studios_Singapore-Sentosa_Island.html,4/26/2022,tripadvisor,uss
